"scenario_id","generator","mc","n","tau","p","signal","null","c","num_permut","alpha","min_size","methods","variants","ndsup","base_seed","change_kind","dependence","rho","phi","theta","permutation_scheme","block_length"
"pow_ar1_pos_mean_l4_block_L15","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000022,"mean","ar1","0.3","","","block","15"
"pow_ar1_pos_mean_l4_block_L20","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000023,"mean","ar1","0.3","","","block","20"
"pow_ar1_pos_mean_l4_circular","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000024,"mean","ar1","0.3","","","circular",""
"pow_ar1_pos_mean_l5_iid","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000025,"mean","ar1","0.3","","","iid",""
"pow_ar1_pos_mean_l5_block_L7","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000026,"mean","ar1","0.3","","","block","7"
"pow_ar1_pos_mean_l5_block_L10","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000027,"mean","ar1","0.3","","","block","10"
"pow_ar1_pos_mean_l5_block_L15","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000028,"mean","ar1","0.3","","","block","15"
"pow_ar1_pos_mean_l5_block_L20","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000029,"mean","ar1","0.3","","","block","20"
"pow_ar1_pos_mean_l5_circular","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000030,"mean","ar1","0.3","","","circular",""
"pow_ar1_pos_scale_l1_iid","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000031,"scale","ar1","0.3","","","iid",""
"pow_ar1_pos_scale_l1_block_L7","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000032,"scale","ar1","0.3","","","block","7"
"pow_ar1_pos_scale_l1_block_L10","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000033,"scale","ar1","0.3","","","block","10"
"pow_ar1_pos_scale_l1_block_L15","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000034,"scale","ar1","0.3","","","block","15"
"pow_ar1_pos_scale_l1_block_L20","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000035,"scale","ar1","0.3","","","block","20"
"pow_ar1_pos_scale_l1_circular","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000036,"scale","ar1","0.3","","","circular",""
"pow_ar1_pos_scale_l2_iid","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000037,"scale","ar1","0.3","","","iid",""
"pow_ar1_pos_scale_l2_block_L7","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000038,"scale","ar1","0.3","","","block","7"
"pow_ar1_pos_scale_l2_block_L10","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000039,"scale","ar1","0.3","","","block","10"
"pow_ar1_pos_scale_l2_block_L15","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000040,"scale","ar1","0.3","","","block","15"
"pow_ar1_pos_scale_l2_block_L20","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000041,"scale","ar1","0.3","","","block","20"
"pow_ar1_pos_scale_l2_circular","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000042,"scale","ar1","0.3","","","circular",""
"pow_ar1_pos_scale_l3_iid","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000043,"scale","ar1","0.3","","","iid",""
"pow_ar1_pos_scale_l3_block_L7","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000044,"scale","ar1","0.3","","","block","7"
"pow_ar1_pos_scale_l3_block_L10","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000045,"scale","ar1","0.3","","","block","10"
"pow_ar1_pos_scale_l3_block_L15","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000046,"scale","ar1","0.3","","","block","15"
"pow_ar1_pos_scale_l3_block_L20","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000047,"scale","ar1","0.3","","","block","20"
"pow_ar1_pos_scale_l3_circular","dependent_change",100,300,0.333333,10,0.24,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000048,"scale","ar1","0.3","","","circular",""
"pow_ar1_pos_scale_l4_iid","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000049,"scale","ar1","0.3","","","iid",""
"pow_ar1_pos_scale_l4_block_L7","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000050,"scale","ar1","0.3","","","block","7"
"pow_ar1_pos_scale_l4_block_L10","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000051,"scale","ar1","0.3","","","block","10"
"pow_ar1_pos_scale_l4_block_L15","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000052,"scale","ar1","0.3","","","block","15"
"pow_ar1_pos_scale_l4_block_L20","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000053,"scale","ar1","0.3","","","block","20"
"pow_ar1_pos_scale_l4_circular","dependent_change",100,300,0.333333,10,0.32,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000054,"scale","ar1","0.3","","","circular",""
"pow_ar1_pos_scale_l5_iid","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000055,"scale","ar1","0.3","","","iid",""
"pow_ar1_pos_scale_l5_block_L7","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000056,"scale","ar1","0.3","","","block","7"
"pow_ar1_pos_scale_l5_block_L10","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000057,"scale","ar1","0.3","","","block","10"
"pow_ar1_pos_scale_l5_block_L15","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000058,"scale","ar1","0.3","","","block","15"
"pow_ar1_pos_scale_l5_block_L20","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000059,"scale","ar1","0.3","","","block","20"
"pow_ar1_pos_scale_l5_circular","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000060,"scale","ar1","0.3","","","circular",""
"pow_arma_pos_mean_l1_iid","dependent_change",100,300,0.333333,10,0.2,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000061,"mean","arma11","","0.3","0.3","iid",""
"pow_arma_pos_mean_l1_block_L7","dependent_change",100,300,0.333333,10,0.2,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000062,"mean","arma11","","0.3","0.3","block","7"
"pow_arma_pos_mean_l1_block_L10","dependent_change",100,300,0.333333,10,0.2,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000063,"mean","arma11","","0.3","0.3","block","10"
"pow_arma_pos_mean_l1_block_L15","dependent_change",100,300,0.333333,10,0.2,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000064,"mean","arma11","","0.3","0.3","block","15"
"pow_arma_pos_mean_l1_block_L20","dependent_change",100,300,0.333333,10,0.2,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000065,"mean","arma11","","0.3","0.3","block","20"
"pow_arma_pos_mean_l1_circular","dependent_change",100,300,0.333333,10,0.2,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000066,"mean","arma11","","0.3","0.3","circular",""
"pow_arma_pos_mean_l2_iid","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000067,"mean","arma11","","0.3","0.3","iid",""
"pow_arma_pos_mean_l2_block_L7","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000068,"mean","arma11","","0.3","0.3","block","7"
"pow_arma_pos_mean_l2_block_L10","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000069,"mean","arma11","","0.3","0.3","block","10"
"pow_arma_pos_mean_l2_block_L15","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000070,"mean","arma11","","0.3","0.3","block","15"
"pow_arma_pos_mean_l2_block_L20","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000071,"mean","arma11","","0.3","0.3","block","20"
"pow_arma_pos_mean_l2_circular","dependent_change",100,300,0.333333,10,0.4,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000072,"mean","arma11","","0.3","0.3","circular",""
"pow_arma_pos_mean_l3_iid","dependent_change",100,300,0.333333,10,0.6,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000073,"mean","arma11","","0.3","0.3","iid",""
"pow_arma_pos_mean_l3_block_L7","dependent_change",100,300,0.333333,10,0.6,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000074,"mean","arma11","","0.3","0.3","block","7"
"pow_arma_pos_mean_l3_block_L10","dependent_change",100,300,0.333333,10,0.6,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000075,"mean","arma11","","0.3","0.3","block","10"
"pow_arma_pos_mean_l3_block_L15","dependent_change",100,300,0.333333,10,0.6,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000076,"mean","arma11","","0.3","0.3","block","15"
"pow_arma_pos_mean_l3_block_L20","dependent_change",100,300,0.333333,10,0.6,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000077,"mean","arma11","","0.3","0.3","block","20"
"pow_arma_pos_mean_l3_circular","dependent_change",100,300,0.333333,10,0.6,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000078,"mean","arma11","","0.3","0.3","circular",""
"pow_arma_pos_mean_l4_iid","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000079,"mean","arma11","","0.3","0.3","iid",""
"pow_arma_pos_mean_l4_block_L7","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000080,"mean","arma11","","0.3","0.3","block","7"
"pow_arma_pos_mean_l4_block_L10","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000081,"mean","arma11","","0.3","0.3","block","10"
"pow_arma_pos_mean_l4_block_L15","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000082,"mean","arma11","","0.3","0.3","block","15"
"pow_arma_pos_mean_l4_block_L20","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000083,"mean","arma11","","0.3","0.3","block","20"
"pow_arma_pos_mean_l4_circular","dependent_change",100,300,0.333333,10,0.8,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000084,"mean","arma11","","0.3","0.3","circular",""
"pow_arma_pos_mean_l5_iid","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000085,"mean","arma11","","0.3","0.3","iid",""
"pow_arma_pos_mean_l5_block_L7","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000086,"mean","arma11","","0.3","0.3","block","7"
"pow_arma_pos_mean_l5_block_L10","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000087,"mean","arma11","","0.3","0.3","block","10"
"pow_arma_pos_mean_l5_block_L15","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000088,"mean","arma11","","0.3","0.3","block","15"
"pow_arma_pos_mean_l5_block_L20","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000089,"mean","arma11","","0.3","0.3","block","20"
"pow_arma_pos_mean_l5_circular","dependent_change",100,300,0.333333,10,1,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000090,"mean","arma11","","0.3","0.3","circular",""
"pow_arma_pos_scale_l1_iid","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000091,"scale","arma11","","0.3","0.3","iid",""
"pow_arma_pos_scale_l1_block_L7","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000092,"scale","arma11","","0.3","0.3","block","7"
"pow_arma_pos_scale_l1_block_L10","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000093,"scale","arma11","","0.3","0.3","block","10"
"pow_arma_pos_scale_l1_block_L15","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000094,"scale","arma11","","0.3","0.3","block","15"
"pow_arma_pos_scale_l1_block_L20","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000095,"scale","arma11","","0.3","0.3","block","20"
"pow_arma_pos_scale_l1_circular","dependent_change",100,300,0.333333,10,0.08,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000096,"scale","arma11","","0.3","0.3","circular",""
"pow_arma_pos_scale_l2_iid","dependent_change",100,300,0.333333,10,0.16,"false",0.1,300,0.05,50,"dist_profile;energy;graph;kernel;wbs_sn;hdcp_wbs","dist_cpd;dist_cpd_AD;dist_cpd_W",200,100000097,"scale","arma11","","0.3","0.3","iid",""
